concept_id,system,object_name,field_name,category,object_description,field_description,note
asset.id,SAP,BSIK,ANLN1,asset,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,Main Asset Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
purchase_order.id,SAP,BSIK,EBELN,purchase_order,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,Purchasing Document Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
purchase_order.line_item_number,SAP,BSIK,EBELP,purchase_order,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,Item Number of Purchasing Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
gl_account.id,SAP,BSIK,HKONT,gl_account,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,General Ledger Account,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
payment_term.id,SAP,BSIK,ZTERM,payment_term,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,Terms of Payment Key,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
payment.method_code,SAP,BSIK,ZLSCH,payment,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,Payment Method,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
supplier.tax_registration_id,SAP,BSIK,STCEG,supplier,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,VAT Registration Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
cost_center.id,SAP,BSIK,KOSTL,cost_center,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,Cost Center,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
profit_center.id,SAP,BSIK,PRCTR,profit_center,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,Profit Center,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
payment.reference,SAP,BSIK,KIDNO,payment,Vendor Open Items AP open items index. Counterpart: BSAK (cleared). FI Financial Accounting,Payment Reference,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
company.id,SAP,BSAK,BUKRS,company,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
supplier.id,SAP,BSAK,LIFNR,supplier,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Account Number of Vendor or Creditor,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
fiscal_year.id,SAP,BSAK,GJAHR,fiscal_year,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Fiscal Year,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
accounting.document_number,SAP,BSAK,BELNR,accounting,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Accounting Document Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
journal_entry.line_item_number,SAP,BSAK,BUZEI,journal_entry,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Number of Line Item Within Accounting Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
accounting.posting_date,SAP,BSAK,BUDAT,accounting,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Posting Date in the Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
accounting.document_currency_code,SAP,BSAK,WAERS,accounting,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Currency Key,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
journal_entry.reference,SAP,BSAK,XBLNR,journal_entry,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Reference Document Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
document.type,SAP,BSAK,BLART,document,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Document type,source=sap_full_inventory_classification; confidence=high; reason=description_alias_match; module=FI; mode=context_only
fiscal_period.id,SAP,BSAK,MONAT,fiscal_period,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Fiscal period,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
journal_entry.debit_credit_indicator,SAP,BSAK,SHKZG,journal_entry,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Debit/Credit Indicator,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
tax.rate,SAP,BSAK,MWSKZ,tax,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Tax on Sales/Purchases Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
accounting.local_currency_amount,SAP,BSAK,DMBTR,accounting,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Amount in local currency,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
production_order.id,SAP,BSAK,AUFNR,production_order,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Order Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
asset.id,SAP,BSAK,ANLN1,asset,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Main Asset Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
purchase_order.id,SAP,BSAK,EBELN,purchase_order,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Purchasing Document Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
purchase_order.line_item_number,SAP,BSAK,EBELP,purchase_order,Vendor Cleared Items AP cleared items index. FI Financial Accounting,Item Number of Purchasing Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
gl_account.id,SAP,BSAK,HKONT,gl_account,Vendor Cleared Items AP cleared items index. FI Financial Accounting,General Ledger Account,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=FI; mode=context_only
