sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,sap_table_description,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_canonical_matches,top_knowledge_concept_id,top_knowledge_strength,top_knowledge_matches,classification_bucket,review_recommendation
MM,MARA,/CWM/XCWMAT,Material Is Activated for CW,/CWM/XCWMAT,XFELD,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/CWM/VALUM,Valuation Unit of Measure,/CWM/VALUM,MEINS,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,material.base_uom_code,0.60,material.base_uom_code:0.60 | uom.code:0.60,unit of measure,0.55,unit of measure:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
MM,MARA,/CWM/TOLGR,Tolerance Group for CWM,/CWM/TOLGR,/CWM/TOLGR,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/CWM/TARA,Consider Complete Tare for each Reference Unit of Measure,/CWM/TARA,XFELD,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,activity id,0.60,activity id:0.60 | company.id:0.60 | compensation.plan:0.60,activity id,0.55,activity id:0.55 | company.id:0.55 | compensation.plan:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
MM,MARA,/CWM/TARUM,Reference Unit of Measure for the TARE Calculation,/CWM/TARUM,MEINS,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,activity id,0.60,activity id:0.60 | company.id:0.60 | compensation.plan:0.60,activity id,0.55,activity id:0.55 | company.id:0.55 | compensation.plan:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
MM,MARA,/BEV1/LULEINH,Loading Units,/BEV1/LULEINH,/BEV1/LULEINH,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/BEV1/LULDEGRP,Loading Unit Group: IS Beverage,/BEV1/LULDEGRP,/BEV1/LULDEGRP,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/BEV1/NESTRUCCAT,Structure Category for Material Relationship,/BEV1/NESTRUC_CAT,/BEV1/NESTRUC_CAT,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/DSD/SL_TOLTYP,Tolerance Type ID,/DSD/SL_TOLTYP_ID,/DSD/SL_TOLTYP_ID,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,activity id,0.60,activity id:0.60 | company.id:0.60 | employee.national_id:0.60,activity id,0.55,activity id:0.55 | company.id:0.55 | employee.national_id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
MM,MARA,/DSD/SV_CNT_GRP,Counting Group,/DSD/SV_COUNT_GROUP,/DSD/SV_COUNT_GROUP,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/DSD/VC_GROUP,DSD Grouping,/DSD/VC_GROUP,/DSD/VC_GROUP,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/SAPMP/KADU,Cable Diameter,/SAPMP/KADU,/SAPMP/DURCHME,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/SAPMP/ABMEIN,Unit for Dimensions,/SAPMP/ABMEIN,MEINS,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/SAPMP/KADP,Cable Diameter Allowance in Percent,/SAPMP/KADP,/SAPMP/PROZENT,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/SAPMP/BRAD,Bending Factor,/SAPMP/BRAD,/SAPMP/BRAD,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/SAPMP/SPBI,Inner Width,/SAPMP/SPBI,/SAPMP/DIMENS,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/SAPMP/TRAD,Outer Diameter,/SAPMP/TRAD,/SAPMP/DURCHME,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/SAPMP/KEDU,Core Diameter,/SAPMP/KEDU,/SAPMP/DURCHME,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/SAPMP/SPTR,Load Capacity,/SAPMP/SPTR,/SAPMP/GEWICHT,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/SAPMP/FBDK,Run-Out Flange Thickness,/SAPMP/FBDK,/SAPMP/DIMENS,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/SAPMP/FBHK,R-O Flange Height,/SAPMP/FBHK,/SAPMP/DIMENS,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/SAPMP/RILI,Coil Delivery,/SAPMP/RILI,XFELD,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/SAPMP/FBAK,Run-Out Flange,/SAPMP/FBAK,XFELD,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/SAPMP/AHO,Maximum Number of Vertical Layers,/SAPMP/AHO,NUMC3,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/SAPMP/MIFRR,Smallest Permissible Reel Clearance for a Cable,/SAPMP/MIFRR,/SAPMP/DIMENS,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/STTPEC/SERTYPE,Serialization Type,/STTPEC/E_SERTYPE,/STTPEC/D_SERTYPE,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/STTPEC/SYNCACT,Synchronization Active,/STTPEC/E_SYNCACTIVE,XFELD,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/STTPEC/SYNCTIME,Synchronization Time Stamp,/STTPEC/E_SYNCTIME,/STTPEC/D_TIMESTAMP_CONV,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/STTPEC/SYNCCHG,Indicator Changed Since Integration,/STTPEC/E_SERCHG,XFELD,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/STTPEC/COUNTRY_REF,Profile Relevant Country/Region,/STTPEC/E_PR_REL_COUNTRY,/STTPEC/D_COUNTRY,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/STTPEC/PRDCAT,Product Category,/STTPEC/E_PRDCAT,/STTPEC/D_PRDCAT,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",material_group.id,material_group.id,material_group.id,1.00,material_group.id:1.00 | product.category:0.90 | material.raw_material_group_id:0.70,material_group.id,1.00,material_group.id:1.00 | product.category:1.00 | product category:0.90,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
MM,MARA,/VSO/R_TILT_IND,Material may be Tilted (Vehicle Space Optimization),/VSO/M_TILT_IND,/VSO/M_XFIELD,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/VSO/R_STACK_IND,Stacking not Allowed (VSO),/VSO/M_STACK_IND,/VSO/M_XFIELD,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/VSO/R_BOT_IND,Bottom Layer (Vehicle Space Optimization),/VSO/M_BOTTOM_IND,/VSO/M_XFIELD,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/VSO/R_TOP_IND,Top Layer (VSO),/VSO/M_TOP_IND,/VSO/M_XFIELD,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/VSO/R_STACK_NO,Stacking Factor (Vehicle Space Optimization),/VSO/M_STACK_NO,/VSO/M_STACK_NO,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,vehicle number,0.55,vehicle number:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
MM,MARA,/VSO/R_PAL_IND,Load without Packaging Material (VSO),/VSO/M_PALLET_IND,/VSO/M_XFIELD,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/VSO/R_PAL_OVR_D,Permissible Overhang (Depth) of Packaging Material (VSO),/VSO/R_PAL_OVR_D,MENG13,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/VSO/R_PAL_OVR_W,Permissible Overhang (Width) of Shipping Material (VSO),/VSO/R_PAL_OVR_W,MENG13,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/VSO/R_PAL_B_HT,Maximum Stacking Height of the Packaging Material (VSO),/VSO/R_PAL_BIN_HGT,MENG13,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/VSO/R_PAL_MIN_H,Minimum Stacking Height of the Packaging Material (VSO),/VSO/R_PAL_MIN_HT,MENG13,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/VSO/R_TOL_B_HT,Tolerance to Exceed the Max. Stacking Height (VSO),/VSO/R_TOL_BIN_HT,MENG13,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
MM,MARA,/VSO/R_NO_P_GVH,Number of Materials for each Closed PKM (VSO),/VSO/M_ANZ_PER_GVH,/VSO/M_ANZ_PER_GVH,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
